[oakridgepc:28144] *** Process received signal ***
[oakridgepc:28144] Signal: Segmentation fault (11)
[oakridgepc:28144] Signal code: Address not mapped (1)
[oakridgepc:28144] Failing at address: (nil)
[oakridgepc:28144] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7fdeae8c3f20]
[oakridgepc:28144] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7fdeae8ca1b0]
[oakridgepc:28144] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7fdeae8c5690]
[oakridgepc:28144] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x55ce89247de2]
[oakridgepc:28144] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7fdeae8a6b97]
[oakridgepc:28144] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x55ce892477da]
[oakridgepc:28144] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
