[oakridgepc:26856] *** Process received signal ***
[oakridgepc:26856] Signal: Segmentation fault (11)
[oakridgepc:26856] Signal code: Address not mapped (1)
[oakridgepc:26856] Failing at address: (nil)
[oakridgepc:26856] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7ff84f1d3f20]
[oakridgepc:26856] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7ff84f1da1b0]
[oakridgepc:26856] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7ff84f1d5690]
[oakridgepc:26856] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x55ab072c9de2]
[oakridgepc:26856] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7ff84f1b6b97]
[oakridgepc:26856] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x55ab072c97da]
[oakridgepc:26856] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
