[oakridgepc:19776] *** Process received signal ***
[oakridgepc:19776] Signal: Segmentation fault (11)
[oakridgepc:19776] Signal code: Address not mapped (1)
[oakridgepc:19776] Failing at address: (nil)
[oakridgepc:19776] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7f25cd1c6f20]
[oakridgepc:19776] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7f25cd1cd1b0]
[oakridgepc:19776] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7f25cd1c8690]
[oakridgepc:19776] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x55afd3da1de2]
[oakridgepc:19776] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7f25cd1a9b97]
[oakridgepc:19776] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x55afd3da17da]
[oakridgepc:19776] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
