[oakridgepc:15524] *** Process received signal ***
[oakridgepc:15524] Signal: Segmentation fault (11)
[oakridgepc:15524] Signal code: Address not mapped (1)
[oakridgepc:15524] Failing at address: (nil)
[oakridgepc:15524] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7f67af6ebf20]
[oakridgepc:15524] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7f67af6f21b0]
[oakridgepc:15524] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7f67af6ed690]
[oakridgepc:15524] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x56039d64dde2]
[oakridgepc:15524] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7f67af6ceb97]
[oakridgepc:15524] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x56039d64d7da]
[oakridgepc:15524] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
