[oakridgepc:25124] *** Process received signal ***
[oakridgepc:25124] Signal: Segmentation fault (11)
[oakridgepc:25124] Signal code: Address not mapped (1)
[oakridgepc:25124] Failing at address: (nil)
[oakridgepc:25124] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7f52a5cb4f20]
[oakridgepc:25124] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7f52a5cbb1b0]
[oakridgepc:25124] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7f52a5cb6690]
[oakridgepc:25124] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x55f9f2177de2]
[oakridgepc:25124] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7f52a5c97b97]
[oakridgepc:25124] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x55f9f21777da]
[oakridgepc:25124] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
