[oakridgepc:15421] *** Process received signal ***
[oakridgepc:15421] Signal: Segmentation fault (11)
[oakridgepc:15421] Signal code: Address not mapped (1)
[oakridgepc:15421] Failing at address: (nil)
[oakridgepc:15421] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7f765a3c8f20]
[oakridgepc:15421] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7f765a3cf1b0]
[oakridgepc:15421] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7f765a3ca690]
[oakridgepc:15421] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x55d8560e8de2]
[oakridgepc:15421] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7f765a3abb97]
[oakridgepc:15421] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x55d8560e87da]
[oakridgepc:15421] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
