[oakridgepc:23826] *** Process received signal ***
[oakridgepc:23826] Signal: Segmentation fault (11)
[oakridgepc:23826] Signal code: Address not mapped (1)
[oakridgepc:23826] Failing at address: (nil)
[oakridgepc:23826] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7fc16f06df20]
[oakridgepc:23826] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7fc16f0741b0]
[oakridgepc:23826] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7fc16f06f690]
[oakridgepc:23826] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x555d6d62bde2]
[oakridgepc:23826] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7fc16f050b97]
[oakridgepc:23826] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x555d6d62b7da]
[oakridgepc:23826] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
