[oakridgepc:18658] *** Process received signal ***
[oakridgepc:18658] Signal: Segmentation fault (11)
[oakridgepc:18658] Signal code: Address not mapped (1)
[oakridgepc:18658] Failing at address: (nil)
[oakridgepc:18658] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7fa3ac3d3f20]
[oakridgepc:18658] [ 1] /lib/x86_64-linux-gnu/libc.so.6(+0x451b0)[0x7fa3ac3da1b0]
[oakridgepc:18658] [ 2] /lib/x86_64-linux-gnu/libc.so.6(atoi+0x10)[0x7fa3ac3d5690]
[oakridgepc:18658] [ 3] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(main+0x31f)[0x555f8947ade2]
[oakridgepc:18658] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7fa3ac3b6b97]
[oakridgepc:18658] [ 5] /home/4yc/dev/gray-scott-viz/vtkh/build/gray-scott-vtkh(_start+0x2a)[0x555f8947a7da]
[oakridgepc:18658] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 0 on node oakridgepc exited on signal 11 (Segmentation fault).
--------------------------------------------------------------------------
